nome_cientifico,nome_popular,grupo,status_iucn,bioma,bioma_principal,habitat_afetado_pct,latitude,longitude,estado,ano,mes
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.235709,-56.71078,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.295997,-56.707902,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.414895,-56.073749,Mato Grosso do Sul,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.295068,-56.616182,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.324287,-56.783823,Mato Grosso do Sul,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.3941,-56.672238,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.2735,-56.633651,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.284176,-56.621646,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.300062,-56.657365,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.261729,-56.688949,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.286464,-56.735876,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.218123,-56.754977,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.298593,-56.676021,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.33164,-56.618206,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.244537,-56.644776,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.255969,-56.760984,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.280245,-56.73789,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.371459,-56.715159,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.334964,-56.7455,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.227236,-56.653861,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.244447,-56.673188,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.233271,-56.709631,Mato Grosso do Sul,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.300429,-56.669136,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.354383,-56.796719,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.330956,-56.649647,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.24308,-56.791448,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.294812,-56.716042,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.399808,-56.761504,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.313092,-56.7452,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-15.595952,-56.149654,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-15.449811,-56.032414,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-15.489104,-56.046289,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-15.59077,-56.175076,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-15.472421,-56.090858,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-15.409035,-56.002802,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.219776,-56.790729,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.363028,-56.738698,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.227804,-56.613706,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.368317,-56.642034,Mato Grosso do Sul,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.35821,-56.603715,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.399881,-56.651987,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.244664,-56.703914,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.096133,-56.396465,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.21539,-56.760704,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.263684,-56.796425,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.329123,-56.756729,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.312072,-56.632433,Mato Grosso do Sul,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.384614,-56.634159,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.246499,-56.745065,Mato Grosso do Sul,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.377522,-56.680684,Mato Grosso do Sul,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.573257,-56.648725,Mato Grosso,2025.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.548268,-56.763088,Mato Grosso,2025.0,11.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.406675,-56.664589,Mato Grosso,2025.0,11.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.454183,-56.632185,Mato Grosso,2025.0,11.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.552651,-56.706215,Mato Grosso,2025.0,11.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.346728,-56.764971,Mato Grosso,2025.0,11.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.827871,-56.274327,Mato Grosso do Sul,2025.0,11.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.157466,-56.727241,Mato Grosso do Sul,2025.0,11.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.855008,-56.38571,Mato Grosso do Sul,2025.0,11.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.413518,-56.662526,Mato Grosso,2025.0,11.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.210973,-56.73235,Mato Grosso,2025.0,11.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.566948,-56.753634,Mato Grosso,2025.0,11.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.468396,-56.083947,Mato Grosso do Sul,2025.0,12.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.509031,-56.121274,Mato Grosso do Sul,2025.0,12.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.335903,-56.686448,Mato Grosso,2025.0,12.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.647901,-56.335014,Mato Grosso do Sul,2025.0,12.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.239688,-56.610233,Mato Grosso,2024.0,1.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.904001,-48.517231,Goiás,2024.0,2.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.229828,-56.6551,Mato Grosso,2024.0,2.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.2557,-56.633028,Mato Grosso,2024.0,2.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.307809,-56.766599,Mato Grosso,2024.0,3.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-20.164127,-56.542522,Mato Grosso do Sul,2024.0,4.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.823578,-56.282176,Mato Grosso do Sul,2024.0,4.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.86413,-56.316379,Mato Grosso do Sul,2024.0,4.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.926186,-56.341645,Mato Grosso do Sul,2024.0,4.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.426,-56.1549,,2024.0,4.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.573527,-57.169275,Mato Grosso do Sul,2024.0,5.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-18.035406,-57.477736,Mato Grosso do Sul,2024.0,5.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.238432,-56.679274,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.655429,-56.988573,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.382332,-56.778545,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.257688,-56.620364,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.28612,-56.738717,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.315895,-56.679749,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.958794,-56.299563,Mato Grosso do Sul,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.826652,-56.273202,Mato Grosso do Sul,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.291208,-56.646402,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.323961,-56.785909,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.979149,-56.38689,Mato Grosso do Sul,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.273052,-56.616897,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.317586,-56.619142,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.382335,-56.772696,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.255641,-56.691448,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.23066,-56.614717,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.304884,-56.700618,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.300529,-56.650707,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.220671,-56.79051,Mato Grosso,2024.0,6.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.203052,-56.689853,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.970474,-56.27086,Mato Grosso do Sul,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.353275,-56.638646,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.283331,-56.630021,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.242521,-56.730942,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.294656,-56.714626,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.238388,-56.799247,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.265908,-56.628586,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.256548,-56.70703,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.284517,-56.781981,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.39576,-56.747872,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.35386,-56.797726,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.315658,-56.677766,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.37336,-56.630322,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.221087,-56.741028,Mato Grosso,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.425687,-57.078442,Mato Grosso do Sul,2024.0,7.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.201932,-56.694083,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.211455,-56.625783,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.382327,-56.777303,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.262411,-56.612256,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.23576,-56.675564,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.398357,-56.656568,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.397391,-56.799334,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.731402,-57.346938,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.211746,-56.602021,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.123972,-56.77886,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.266437,-56.603421,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.389666,-56.662592,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.213158,-56.644799,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-18.901504,-57.609453,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.394686,-56.706085,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.320036,-56.604771,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.281525,-56.797334,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.324206,-56.751287,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.353042,-56.600955,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-18.943217,-57.750086,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-18.73831,-57.66686,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.376885,-56.744318,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.239868,-56.695493,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-18.854912,-57.683748,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.276261,-56.722982,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.29816,-56.677996,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.268598,-56.656363,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.222205,-56.734795,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.265296,-56.640846,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.357572,-56.779083,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.133456,-56.728182,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.31837,-56.755414,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.344212,-56.654679,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.227118,-56.700736,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.282748,-56.772631,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.018323,-56.697051,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.287523,-56.67288,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-16.74101,-56.988151,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.634509,-57.231744,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.361016,-56.609131,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.25538,-56.602693,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.281501,-56.630881,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.343563,-56.740663,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.243486,-56.667059,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.288879,-56.720663,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.351608,-56.717989,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.230788,-56.679897,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-13.147923,-46.460604,Goiás,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.800005,-57.218691,Mato Grosso do Sul,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-14.296323,-57.288254,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.283446,-56.665682,Mato Grosso,2024.0,8.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.220226,-56.608043,Mato Grosso,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.335997,-56.670984,Mato Grosso,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.354481,-56.704921,Mato Grosso,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-14.921754,-45.941311,Bahia,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.219924,-56.421028,Mato Grosso do Sul,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.240202,-56.665733,Mato Grosso,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.30611,-56.692448,Mato Grosso,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.334237,-56.71854,Mato Grosso do Sul,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.301643,-56.692342,Mato Grosso,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.354028,-56.633565,Mato Grosso,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.660645,-57.253695,Mato Grosso,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.793524,-57.289196,Mato Grosso,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.350725,-56.686757,Mato Grosso,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.494962,-56.26293,Mato Grosso do Sul,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.274639,-56.649211,Mato Grosso do Sul,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.366257,-56.668851,Mato Grosso,2024.0,9.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.383944,-56.786776,Mato Grosso,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.503872,-56.035741,Mato Grosso do Sul,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.368153,-56.757129,Mato Grosso do Sul,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.329792,-56.682165,Mato Grosso,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.316694,-56.660769,Mato Grosso,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.785869,-56.062309,Mato Grosso do Sul,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.477939,-56.044794,Mato Grosso do Sul,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.20841,-56.667015,Mato Grosso,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.307471,-56.727368,Mato Grosso do Sul,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.265286,-56.62153,Mato Grosso do Sul,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.280812,-56.672132,Mato Grosso,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.236674,-56.690504,Mato Grosso,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.319668,-56.623853,Mato Grosso,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.376484,-56.6109,Mato Grosso,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-19.599991,-56.131585,Mato Grosso do Sul,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.377278,-56.745894,Mato Grosso,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.390407,-56.790076,Mato Grosso,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.274768,-56.703696,Mato Grosso,2024.0,10.0
Panthera onca,Onça-pintada,Mamífero,VU,Cerrado,Cerrado,8.1,-17.33918,-56.74507,Mato Grosso,2024.0,10.0
