ano,mes,estacao_codigo,temp_max_c,temp_min_c,umidade_min_pct,precipitacao_mm
2020,6,A211,,,,0.0
2020,6,A212,29.15,24.11,49.17,2.0
2020,6,A213,29.89,24.65,55.07,17.0
2020,6,A214,28.86,22.73,42.93,2.0
2020,6,A215,28.83,26.38,66.25,2.0
2020,6,A216,28.32,22.67,43.46,6.0
2020,6,A217,,,,0.0
2020,6,A218,,,,0.0
2020,6,A219,,,,0.0
2020,6,A220,29.25,25.89,46.93,0.0
2020,6,A221,30.5,22.86,42.03,0.0
2020,6,A222,28.96,23.74,34.67,0.0
2020,6,A223,29.28,21.46,34.7,0.0
2020,6,A224,30.59,20.86,41.97,0.0
2020,6,A225,29.31,24.6,38.93,0.0
2020,6,A226,28.62,24.24,55.53,0.0
2020,6,A227,,,,0.0
2020,6,A228,,,,0.0
2020,6,A229,29.07,25.56,52.3,11.0
2020,6,A230,,,,0.0
2020,6,A231,30.36,26.36,48.97,2.0
2020,6,A232,27.93,24.07,58.8,17.0
2020,6,A233,30.46,21.85,33.23,0.0
2020,6,A234,29.54,22.07,48.47,1.0
2020,6,A235,29.0,25.07,,9.0
2020,6,A236,30.32,26.59,50.2,15.0
2020,6,A237,,,,0.0
2020,6,A238,,,,0.0
2020,6,A239,29.17,25.11,59.53,0.0
2020,6,A240,27.7,23.93,43.4,0.0
2020,6,A241,30.18,22.32,38.37,7.0
2020,6,A242,,,,0.0
2020,6,A244,27.23,23.96,63.33,42.0
2020,6,A246,29.1,24.0,53.83,2.0
2020,6,A247,27.82,22.45,48.73,4.0
2020,6,A248,28.56,24.0,58.57,39.0
2020,6,A249,29.11,25.18,59.77,63.0
2020,6,A250,,,,0.0
2020,6,A251,,,,0.0
2020,6,A252,29.04,23.85,51.47,0.0
2020,6,A253,,,,0.0
2020,6,A254,30.86,24.03,,7.0
2020,6,A255,30.32,26.39,53.9,8.0
2020,6,A301,27.45,23.52,61.73,61.0
2020,6,A302,,,,0.0
2020,6,A303,,,,0.0
2020,6,A304,27.39,24.14,67.9,46.0
2020,6,A305,28.66,25.08,55.0,18.0
2020,6,A306,29.96,23.23,,0.0
2020,6,A307,27.23,22.4,41.33,8.0
2020,6,A308,28.67,24.68,54.57,39.0
2020,6,A309,23.25,19.81,64.67,0.0
2020,6,A310,22.96,20.22,69.73,42.0
2020,6,A311,,,,0.0
2020,6,A312,31.18,27.44,46.16,0.0
2020,6,A313,23.81,21.1,63.13,29.0
2020,6,A314,,,,0.0
2020,6,A315,25.77,22.78,50.23,1.0
2020,6,A316,29.81,25.53,39.03,0.0
2020,6,A317,31.11,26.19,43.37,0.0
2020,6,A318,,,,0.0
2020,6,A319,28.22,23.29,45.93,0.0
2020,6,A320,27.32,24.78,58.8,49.0
2020,6,A321,28.15,22.82,47.4,0.0
2020,6,A322,22.12,19.19,79.67,35.0
2020,6,A323,27.68,24.4,39.83,10.0
2020,6,A324,28.66,20.85,38.1,0.0
2020,6,A325,,,,0.0
2020,6,A326,30.17,22.52,31.7,0.0
2020,6,A327,25.72,21.85,9.0,1.0
2020,6,A328,26.35,23.53,58.37,0.0
2020,6,A329,28.37,23.07,16.47,2.0
2020,6,A330,27.52,23.59,38.9,0.0
2020,6,A331,,,,0.0
2020,6,A332,29.26,24.11,45.23,0.0
2020,6,A333,27.93,22.67,45.53,11.0
2020,6,A334,25.62,19.38,47.83,1.0
2020,6,A335,30.96,25.52,42.9,2.0
2020,6,A336,28.7,22.17,34.2,0.0
2020,6,A337,26.15,19.25,56.07,0.0
2020,6,A339,29.25,23.92,47.77,0.0
2020,6,A340,29.56,24.69,49.3,2.0
2020,6,A341,21.44,19.13,73.53,1.0
2020,6,A342,30.67,22.97,43.23,0.0
2020,6,A343,29.26,23.91,36.2,0.0
2020,6,A344,,,,0.0
2020,6,A345,27.95,26.52,38.07,0.0
2020,6,A346,27.82,23.36,36.8,0.0
2020,6,A347,,,,0.0
2020,6,A348,25.75,21.41,51.0,2.0
2020,6,A349,24.86,20.07,50.73,12.0
2020,6,A350,25.68,21.16,47.23,5.0
2020,6,A351,28.21,21.86,42.97,0.0
2020,6,A352,,,,0.0
2020,6,A353,,,,0.0
2020,6,A354,,,,0.0
2020,6,A355,26.4,23.22,62.0,0.0
2020,6,A356,26.87,22.71,66.07,69.0
2020,6,A357,26.04,21.89,65.43,0.0
2020,6,A358,31.52,25.45,37.23,0.0
2020,6,A359,,,,0.0
2020,6,A360,,,,0.0
2020,6,A361,,,,0.0
2020,6,A363,29.21,23.14,42.8,0.0
2020,6,A364,29.26,27.12,35.9,0.0
2020,6,A365,28.93,22.85,33.03,0.0
2020,6,A366,26.93,22.04,40.97,0.0
2020,6,A367,,,,0.0
2020,6,A368,24.63,20.88,61.73,1.0
2020,6,A369,,,,0.0
2020,6,A370,28.13,21.75,46.3,0.0
2020,6,A371,27.19,24.28,59.53,2.0
2020,6,A372,28.83,24.17,51.03,15.0
2020,6,A373,,,,0.0
2020,6,A374,28.11,28.0,42.17,0.0
2020,6,A375,27.15,22.07,49.7,2.0
2020,6,A376,31.12,23.69,36.13,0.0
2020,6,A377,29.08,22.55,43.0,0.0
2020,6,A401,26.37,23.54,69.0,31.0
2020,6,A402,26.76,21.35,42.93,0.0
2020,6,A404,25.34,18.36,42.13,0.0
2020,6,A405,25.88,20.5,56.0,6.0
2020,6,A406,23.64,21.31,65.0,34.0
2020,6,A407,21.04,17.14,67.43,3.0
2020,6,A408,25.55,21.26,59.4,0.0
2020,6,A409,28.04,23.93,51.5,37.0
2020,6,A410,,,,0.0
2020,6,A412,24.6,20.52,53.0,0.0
2020,6,A413,25.52,21.36,62.03,8.0
2020,6,A414,20.89,16.1,69.8,4.0
2020,6,A415,,,,0.0
2020,6,A416,25.11,17.25,44.6,0.0
2020,6,A417,,,,0.0
2020,6,A418,27.86,21.26,43.73,0.0
2020,6,A419,24.29,20.89,67.17,0.0
2020,6,A420,24.59,20.96,86.5,0.0
2020,6,A421,27.5,24.0,69.03,36.0
2020,6,A422,26.41,24.23,,4.0
2020,6,A423,27.22,23.72,40.93,0.0
2020,6,A424,25.0,18.0,44.4,5.0
2020,6,A425,23.54,20.6,61.87,14.0
2020,6,A426,25.85,20.62,37.13,0.0
2020,6,A427,24.33,19.88,61.8,36.0
2020,6,A428,23.21,19.96,69.0,11.0
2020,6,A429,28.78,22.23,40.17,0.0
2020,6,A430,18.86,15.73,54.2,4.0
2020,6,A431,26.07,23.33,74.87,30.0
2020,6,A432,,,,0.0
2020,6,A433,24.61,19.11,46.6,0.0
2020,6,A434,22.93,20.38,62.07,18.0
2020,6,A435,24.04,20.44,61.17,8.0
2020,6,A436,24.5,20.43,56.47,11.0
2020,6,A437,24.96,21.04,68.33,0.0
2020,6,A438,25.81,22.38,,41.0
2020,6,A439,27.93,20.46,31.87,0.0
2020,6,A440,24.17,20.19,62.97,0.0
2020,6,A441,24.14,20.96,69.0,0.0
2020,6,A442,24.79,19.92,65.78,19.0
2020,6,A443,25.45,20.19,35.03,0.0
2020,6,A444,25.66,21.14,67.17,0.0
2020,6,A445,25.23,20.71,53.33,16.0
2020,6,A446,24.38,19.59,54.03,14.0
2020,6,A447,25.73,18.93,61.23,0.0
2020,6,A448,27.73,22.33,46.08,0.0
2020,6,A449,29.23,24.19,53.87,0.0
2020,6,A450,24.81,21.27,60.2,21.0
2020,6,A451,,,,0.0
2020,6,A452,29.04,18.26,38.4,0.0
2020,6,A453,25.24,21.68,64.33,20.0
2020,6,A455,25.62,20.7,59.8,18.0
2020,6,A456,25.25,22.86,71.8,31.0
2020,6,A458,24.85,21.48,62.97,22.0
2020,6,A502,19.21,14.36,52.48,0.0
2020,6,A505,22.1,17.0,41.67,3.0
2020,6,A506,25.46,17.56,34.8,0.0
2020,6,A507,23.96,20.08,35.7,0.0
2020,6,A508,27.13,22.62,49.47,2.0
2020,6,A509,16.08,10.15,45.68,23.0
2020,6,A510,21.46,14.27,52.07,0.0
2020,6,A511,22.28,18.23,50.93,1.0
2020,6,A512,23.47,17.69,40.05,0.0
2020,6,A513,20.23,15.52,51.13,0.0
2020,6,A514,22.22,16.46,42.27,0.0
2020,6,A515,21.43,14.28,43.3,0.0
2020,6,A516,,20.5,35.33,0.0
2020,6,A517,24.69,18.46,49.53,0.0
2020,6,A518,19.82,17.0,56.1,0.0
2020,6,A519,25.0,17.38,32.63,0.0
2020,6,A520,25.32,16.52,35.43,0.0
2020,6,A521,22.24,16.31,38.93,1.0
2020,6,A522,25.0,19.87,47.93,13.0
2020,6,A523,21.83,14.19,41.33,0.0
2020,6,A524,20.82,16.28,43.27,0.0
2020,6,A525,23.34,16.54,37.27,0.0
2020,6,A526,25.04,15.54,35.3,0.0
2020,6,A527,22.32,18.0,52.0,5.0
2020,6,A528,22.07,17.36,44.03,0.0
2020,6,A529,21.39,14.14,46.7,1.0
2020,6,A530,19.96,12.11,45.83,3.0
2020,6,A531,17.23,11.96,52.9,14.0
2020,6,A532,24.18,17.21,47.13,3.0
2020,6,A533,19.84,15.52,48.67,0.0
2020,6,A534,,,,0.0
2020,6,A535,20.37,12.54,40.8,1.0
2020,6,A536,24.07,17.62,43.3,0.0
2020,6,A537,18.76,14.66,48.0,2.0
2020,6,A538,23.25,16.15,38.73,0.0
2020,6,A539,24.62,17.93,35.53,0.0
2020,6,A540,25.21,18.7,43.33,2.0
2020,6,A541,19.41,14.96,52.3,0.0
2020,6,A542,24.21,17.04,39.0,0.0
2020,6,A543,,,,0.0
2020,6,A544,23.96,17.07,37.93,0.0
2020,6,A545,24.81,18.32,34.73,0.0
2020,6,A546,22.15,16.73,47.3,0.0
2020,6,A547,,,,0.0
2020,6,A548,24.63,16.86,41.03,0.0
2020,6,A549,21.58,14.83,50.4,2.0
2020,6,A550,26.45,19.04,42.57,0.0
2020,6,A551,20.89,14.29,51.63,0.0
2020,6,A552,25.64,19.48,41.37,0.0
2020,6,A553,21.97,17.46,39.0,0.0
2020,6,A554,,,,0.0
2020,6,A555,19.56,16.36,44.1,0.0
2020,6,A556,20.83,14.17,48.73,0.0
2020,6,A557,24.84,18.45,44.93,1.0
2020,6,A559,25.03,16.7,37.87,0.0
2020,6,A560,,,,0.0
2020,6,A561,23.61,15.25,37.5,0.0
2020,6,A562,17.73,15.1,60.83,1.0
2020,6,A563,25.38,19.95,37.13,0.0
2020,6,A564,23.0,15.96,44.73,0.0
2020,6,A565,20.6,15.44,48.23,0.0
2020,6,A566,26.47,23.24,35.2,0.0
2020,6,A567,20.48,16.45,49.73,5.0
2020,6,A568,22.61,17.28,41.03,0.0
2020,6,A569,25.25,18.6,39.6,0.0
2020,6,A570,20.83,15.25,43.6,0.0
2020,6,A571,23.38,17.88,41.57,0.0
2020,6,A601,25.88,18.89,39.87,1.0
2020,6,A602,25.24,20.1,48.53,2.0
2020,6,A603,24.72,18.63,40.07,2.0
2020,6,A604,24.37,17.85,47.43,0.0
2020,6,A606,23.92,21.97,67.1,0.0
2020,6,A607,25.64,19.89,46.23,2.0
2020,6,A608,24.04,19.3,51.8,7.0
2020,6,A609,22.5,15.39,45.37,2.0
2020,6,A610,,,,0.0
2020,6,A611,23.0,16.72,49.03,1.0
2020,6,A612,25.25,24.11,52.2,0.0
2020,6,A613,19.0,15.43,,14.0
2020,6,A614,25.54,20.5,45.83,12.0
2020,6,A615,29.0,,40.25,0.0
2020,6,A616,24.22,20.2,56.2,12.0
2020,6,A617,,,,0.0
2020,6,A618,18.73,14.32,60.9,7.0
2020,6,A619,23.77,18.43,55.03,0.0
2020,6,A620,24.82,21.32,60.59,0.0
2020,6,A621,24.75,19.67,41.13,1.0
2020,6,A622,,,,0.0
2020,6,A623,26.68,20.15,45.8,3.0
2020,6,A624,17.67,12.34,49.83,4.0
2020,6,A625,22.14,16.61,51.17,0.0
2020,6,A626,22.07,16.24,47.33,0.0
2020,6,A627,25.96,20.71,49.9,0.0
2020,6,A628,,,,0.0
2020,6,A629,23.79,15.19,50.3,0.0
2020,6,A630,21.1,17.12,59.33,4.0
2020,6,A631,26.84,22.31,49.27,2.0
2020,6,A632,23.34,19.61,52.13,4.0
2020,6,A633,24.27,18.56,48.72,0.0
2020,6,A634,25.96,20.33,54.3,12.0
2020,6,A635,11.0,6.5,49.67,10.0
2020,6,A636,27.19,22.25,43.03,5.0
2020,6,A652,25.14,21.89,57.0,6.0
2020,6,A657,18.0,19.0,73.67,0.0
2020,6,A659,23.07,16.96,48.73,3.0
2020,6,A667,23.96,19.3,50.87,3.0
2020,6,A701,21.32,16.86,45.83,50.0
2020,6,A702,24.9,19.93,49.37,15.0
2020,6,A703,20.93,17.31,58.43,20.0
2020,6,A704,,,,0.0
2020,6,A705,22.92,17.96,48.1,29.0
2020,6,A706,15.36,11.34,58.93,12.0
2020,6,A707,23.92,18.62,48.37,1.0
2020,6,A708,22.67,16.9,36.87,0.0
2020,6,A709,25.19,19.04,50.93,1.0
2020,6,A710,,,,0.0
2020,6,A711,22.69,16.26,44.63,0.0
2020,6,A712,22.86,18.0,65.73,68.0
2020,6,A713,22.54,16.46,46.7,8.0
2020,6,A714,21.3,15.79,56.83,22.0
2020,6,A715,20.0,15.0,52.73,25.0
2020,6,A716,23.6,17.14,47.4,20.0
2020,6,A717,,,,0.0
2020,6,A718,24.11,15.28,49.6,19.0
2020,6,A719,24.38,20.25,47.6,0.0
2020,6,A721,27.86,24.33,46.31,0.0
2020,6,A722,,,,0.0
2020,6,A723,24.8,20.38,48.35,0.0
2020,6,A724,26.62,21.54,46.0,2.0
2020,6,A725,21.55,20.22,51.43,0.0
2020,6,A726,23.88,17.32,41.27,4.0
2020,6,A727,24.62,17.54,39.13,3.0
2020,6,A728,20.96,16.0,45.8,10.0
2020,6,A729,24.89,18.5,33.37,1.0
2020,6,A730,,,,0.0
2020,6,A731,,,,0.0
2020,6,A732,24.09,18.23,48.55,0.0
2020,6,A733,25.29,18.86,34.33,4.0
2020,6,A734,25.5,18.76,42.73,9.0
2020,6,A735,,,,0.0
2020,6,A736,24.06,23.0,37.7,0.0
2020,6,A737,24.83,16.08,39.07,0.0
2020,6,A738,24.0,17.21,36.83,7.0
2020,6,A739,,,,0.0
2020,6,A740,20.4,14.36,51.4,6.0
2020,6,A741,25.2,23.78,43.0,0.0
2020,6,A742,25.23,17.89,33.2,2.0
2020,6,A743,22.75,17.19,53.1,0.0
2020,6,A744,20.41,16.19,48.03,21.0
2020,6,A746,,,,0.0
2020,6,A747,23.61,14.73,36.03,0.0
2020,6,A748,25.71,16.36,32.7,0.0
2020,6,A749,23.04,18.14,55.27,0.0
2020,6,A750,21.86,15.89,52.03,20.0
2020,6,A751,21.86,16.1,54.33,0.0
2020,6,A752,23.0,17.32,56.07,36.0
2020,6,A753,24.71,15.0,35.43,0.0
2020,6,A754,24.21,18.64,52.5,16.0
2020,6,A755,21.04,16.38,49.33,1.0
2020,6,A756,27.36,17.88,42.37,5.0
2020,6,A757,15.0,13.0,72.0,0.0
2020,6,A758,24.64,18.96,58.53,5.0
2020,6,A759,24.29,19.67,42.82,24.0
2020,6,A760,26.22,18.21,34.07,0.0
2020,6,A761,25.86,20.08,34.6,0.0
2020,6,A762,25.48,22.04,47.37,3.0
2020,6,A763,23.71,19.18,49.77,32.0
2020,6,A764,,,,0.0
2020,6,A765,28.2,25.29,65.5,0.0
2020,6,A766,25.82,22.85,56.5,0.0
2020,6,A767,27.2,24.94,58.44,0.0
2020,6,A768,23.96,18.2,51.47,33.0
2020,6,A769,22.33,16.87,48.93,2.0
2020,6,A770,25.33,17.53,40.03,3.0
2020,6,A771,20.74,16.34,54.0,17.0
2020,6,A801,18.63,14.37,59.1,59.0
2020,6,A802,16.04,12.5,63.9,41.0
2020,6,A803,19.44,15.48,60.93,27.0
2020,6,A804,16.0,11.88,61.21,8.0
2020,6,A805,18.11,14.24,66.4,43.0
2020,6,A806,21.11,17.36,53.6,20.0
2020,6,A807,17.62,14.38,55.21,15.0
2020,6,A808,19.55,14.72,62.26,0.0
2020,6,A809,17.7,13.4,56.7,4.0
2020,6,A810,18.21,14.5,57.17,44.0
2020,6,A811,,,,0.0
2020,6,A812,14.97,11.7,68.55,42.0
2020,6,A813,18.58,13.31,58.37,21.0
2020,6,A814,20.85,14.79,52.67,22.0
2020,6,A815,13.54,9.93,59.77,27.0
2020,6,A816,,,,0.0
2020,6,A817,19.93,17.04,70.23,29.0
2020,6,A818,19.08,14.5,60.07,35.0
2020,6,A819,18.41,13.76,60.23,50.0
2020,6,A820,21.73,15.9,57.6,11.0
2020,6,A821,21.6,16.3,53.47,2.0
2020,6,A822,21.57,18.19,64.79,31.0
2020,6,A823,16.15,12.73,72.77,25.0
2020,6,A824,23.26,18.12,52.33,24.0
2020,6,A825,22.4,17.45,74.13,30.0
2020,6,A826,18.18,12.82,59.23,18.0
2020,6,A827,16.52,12.52,63.73,33.0
2020,6,A828,17.07,12.43,65.47,55.0
2020,6,A829,12.82,9.59,60.97,25.0
2020,6,A830,19.86,14.73,59.0,13.0
2020,6,A831,17.23,12.21,59.73,48.0
2020,6,A832,17.67,12.59,62.67,20.0
2020,6,A833,17.48,13.95,60.07,36.0
2020,6,A834,18.55,14.72,,66.0
2020,6,A835,22.89,17.83,49.0,40.0
2020,6,A836,15.81,12.11,68.93,39.0
2020,6,A837,15.61,12.28,62.57,66.0
2020,6,A838,16.62,12.36,67.07,40.0
2020,6,A839,16.25,13.13,62.68,23.0
2020,6,A840,17.48,12.89,59.7,37.0
2020,6,A841,18.37,13.35,64.17,34.0
2020,6,A842,20.92,17.61,58.5,22.0
2020,6,A843,19.86,15.54,61.73,52.0
2020,6,A844,16.71,12.89,62.4,55.0
2020,6,A845,11.0,8.03,61.97,35.0
2020,6,A846,23.75,21.62,58.16,1.0
2020,6,A848,17.89,14.93,66.2,29.0
2020,6,A849,23.36,18.56,52.27,4.0
2020,6,A850,23.17,18.5,51.33,35.0
2020,6,A851,19.5,15.77,72.4,21.0
2020,6,A852,18.86,15.65,58.8,20.0
2020,6,A853,16.38,13.59,61.6,53.0
2020,6,A854,17.62,14.0,61.73,49.0
2020,6,A855,20.5,16.29,58.8,40.0
2020,6,A856,16.76,13.57,64.97,16.0
2020,6,A857,,,,0.0
2020,6,A858,18.04,14.07,67.83,60.0
2020,6,A859,16.3,12.19,62.03,34.0
2020,6,A860,15.9,12.07,61.43,44.0
2020,6,A861,14.32,12.9,70.57,10.0
2020,6,A862,16.34,12.45,71.33,18.0
2020,6,A863,17.89,13.28,64.27,27.0
2020,6,A864,16.0,12.04,68.3,0.0
2020,6,A865,15.0,11.75,64.47,9.0
2020,6,A866,20.04,17.79,62.23,16.0
2020,6,A867,18.6,14.35,57.44,12.0
2020,6,A868,20.61,16.56,71.07,23.0
2020,6,A869,22.59,18.48,49.33,25.0
2020,6,A870,,12.67,,0.0
2020,6,A871,21.04,16.92,57.3,2.0
2020,6,A872,,,,0.0
2020,6,A873,21.85,17.44,68.4,24.0
2020,6,A874,16.75,11.68,66.73,7.0
2020,6,A875,16.15,10.81,70.33,62.0
2020,6,A876,17.85,12.92,56.6,11.0
2020,6,A878,16.58,14.68,,0.0
2020,6,A879,15.67,12.27,62.53,53.0
2020,6,A880,15.36,10.22,62.73,40.0
2020,6,A881,16.85,12.56,59.37,51.0
2020,6,A882,19.59,15.0,55.4,7.0
2020,6,A883,17.12,12.75,64.97,20.0
2020,6,A884,19.0,14.88,,48.0
2020,6,A886,16.36,11.96,61.4,10.0
2020,6,A887,15.73,12.77,,10.0
2020,6,A889,15.96,13.84,60.2,33.0
2020,6,A893,16.29,12.25,64.2,38.0
2020,6,A894,17.22,12.04,59.23,53.0
2020,6,A895,17.87,14.81,62.3,69.0
2020,6,A897,14.21,11.43,58.9,12.0
2020,6,A898,16.41,11.96,63.67,36.0
2020,6,A899,15.56,11.83,74.07,28.0
2020,6,A901,29.31,23.9,34.2,0.0
2020,6,A902,27.45,19.8,43.93,0.0
2020,6,A903,30.41,19.6,34.17,0.0
2020,6,A904,28.39,22.24,32.4,0.0
2020,6,A905,28.97,20.89,,0.0
2020,6,A906,28.4,22.8,35.5,2.0
2020,6,A907,29.11,20.89,35.67,0.0
2020,6,A908,30.59,25.93,35.93,0.0
2020,6,A909,25.67,18.04,34.73,0.0
2020,6,A910,30.75,28.59,37.03,0.0
2020,6,A911,27.23,19.48,46.33,3.0
2020,6,A912,25.77,18.78,38.47,0.0
2020,6,A913,25.63,18.48,44.87,0.0
2020,6,A914,30.48,21.67,34.4,0.0
2020,6,A915,,,,0.0
2020,6,A916,27.24,19.83,35.77,0.0
2020,6,A917,28.19,21.71,31.63,0.0
2020,6,A919,,,,0.0
2020,6,A920,28.41,21.03,44.27,0.0
2020,6,A921,29.93,21.43,,0.0
2020,6,A922,27.08,21.46,43.53,0.0
2020,6,A923,26.37,19.88,30.73,0.0
2020,6,A924,28.57,20.15,36.0,0.0
2020,6,A925,26.71,23.71,49.29,0.0
2020,6,A926,28.69,21.45,34.8,1.0
2020,6,A927,28.52,21.86,38.83,0.0
2020,6,A928,28.04,22.04,34.47,0.0
2020,6,A929,27.62,18.35,37.03,0.0
2020,6,A930,31.75,26.8,32.65,0.0
2020,6,A931,27.0,20.53,35.73,0.0
2020,6,A932,28.0,22.46,33.55,0.0
2020,6,A933,,,,0.0
2020,6,A934,23.71,18.11,33.37,0.0
2020,6,A935,26.93,19.68,46.13,0.0
2020,6,A936,27.24,20.62,47.73,0.0
2020,6,A937,26.97,18.39,42.3,0.0
2020,6,A938,28.26,22.14,43.0,3.0
2020,6,A939,30.04,23.78,41.0,0.0
2020,6,A940,31.25,25.8,52.31,0.0
2020,6,A941,28.33,21.78,47.0,0.0
2020,6,A942,28.11,21.04,39.2,0.0
2020,6,A943,27.93,22.97,,0.0
2020,6,A944,,,,0.0
2020,6,B803,,,,0.0
2020,6,B804,19.0,13.65,61.57,19.0
2020,6,B806,18.21,12.67,65.8,9.0
2020,6,F501,20.3,15.75,48.27,0.0
2020,7,A001,22.72,16.25,31.29,0.0
2020,7,A002,25.69,17.42,22.77,0.0
2020,7,A003,26.26,15.5,23.65,0.0
2020,7,A005,30.56,22.0,27.61,0.0
2020,7,A009,30.8,24.07,24.68,0.0
2020,7,A010,26.73,18.48,23.71,0.0
2020,7,A011,28.62,22.62,25.37,0.0
2020,7,A012,23.25,16.9,28.0,0.0
2020,7,A013,29.21,19.28,22.68,0.0
2020,7,A014,29.79,20.75,23.1,0.0
2020,7,A015,27.61,14.86,27.0,0.0
2020,7,A016,25.14,17.15,25.71,0.0
2020,7,A017,25.17,19.7,26.61,0.0
2020,7,A018,29.34,21.47,25.19,0.0
2020,7,A019,,,,0.0
2020,7,A020,29.43,22.17,25.13,0.0
2020,7,A021,,,,0.0
2020,7,A022,28.12,26.0,24.73,0.0
2020,7,A023,26.18,19.33,24.0,0.0
2020,7,A024,21.18,14.56,23.71,0.0
2020,7,A025,,,35.0,0.0
2020,7,A026,27.31,18.0,27.58,0.0
2020,7,A027,25.82,19.86,24.77,0.0
2020,7,A028,27.25,17.1,30.83,0.0
2020,7,A029,27.73,21.67,26.03,0.0
2020,7,A031,32.23,27.1,26.74,0.0
2020,7,A032,28.33,19.48,24.81,0.0
2020,7,A033,23.7,15.62,24.77,0.0
2020,7,A034,23.88,18.96,28.84,0.0
2020,7,A035,26.53,17.46,26.61,0.0
2020,7,A036,22.13,16.23,32.32,0.0
2020,7,A037,22.48,16.46,28.29,0.0
2020,7,A038,27.29,20.83,30.74,0.0
2020,7,A039,29.96,20.52,23.84,0.0
2020,7,A040,,,,0.0
2020,7,A041,29.87,21.04,23.65,0.0
2020,7,A042,22.1,17.7,29.29,0.0
2020,7,A043,29.81,22.83,27.13,0.0
2020,7,A044,30.89,24.7,31.4,0.0
2020,7,A045,22.59,15.52,29.74,0.0
2020,7,A046,22.81,15.24,26.84,0.0
2020,7,A047,23.5,15.52,34.58,0.0
2020,7,A048,28.97,21.93,31.61,0.0
2020,7,A049,30.74,20.62,30.71,0.0
2020,7,A050,31.03,19.47,30.35,0.0
2020,7,A051,33.36,25.45,30.61,0.0
2020,7,A052,29.15,19.89,24.42,0.0
2020,7,A053,29.17,19.33,30.39,0.0
2020,7,A054,30.0,18.23,23.48,0.0
2020,7,A055,29.19,18.18,31.26,0.0
2020,7,A056,23.52,14.07,31.77,0.0
2020,7,A101,31.07,26.07,44.42,38.0
2020,7,A102,26.34,21.93,51.29,6.0
2020,7,A104,,,,0.0
2020,7,A108,,,55.37,4.0
2020,7,A109,,,,0.0
2020,7,A110,,,,0.0
2020,7,A111,29.1,23.07,47.06,5.0
2020,7,A112,29.13,23.06,42.23,3.0
2020,7,A113,30.82,27.0,38.77,0.0
2020,7,A117,,,,0.0
2020,7,A119,29.6,25.83,59.71,0.0
2020,7,A120,30.82,24.53,50.39,18.0
2020,7,A121,28.17,25.43,64.29,0.0
2020,7,A122,,,,0.0
2020,7,A123,30.66,25.55,51.0,4.0
2020,7,A124,,,,0.0
2020,7,A125,31.17,27.95,52.58,2.0
2020,7,A126,29.25,24.6,49.0,0.0
2020,7,A128,,,,0.0
2020,7,A133,,,,0.0
2020,7,A134,28.3,23.47,58.35,60.0
2020,7,A135,28.15,25.07,54.58,65.0
2020,7,A136,,,,0.0
2020,7,A137,27.86,22.88,60.15,0.0
2020,7,A138,26.77,22.39,51.35,8.0
2020,7,A140,,,,0.0
2020,7,A144,31.15,27.18,,0.0
2020,7,A201,31.0,25.0,49.97,2.0
2020,7,A202,29.37,25.32,50.55,64.0
2020,7,A203,28.35,24.63,56.84,0.0
2020,7,A204,,,,0.0
2020,7,A205,31.73,24.11,25.74,0.0
2020,7,A206,,,,0.0
2020,7,A207,29.67,23.7,32.06,0.0
2020,7,A209,30.03,24.68,44.74,0.0
2020,7,A210,,,,0.0
2020,7,A211,,,,0.0
2020,7,A212,28.37,23.97,39.1,0.0
2020,7,A213,30.23,23.5,44.97,0.0
2020,7,A214,30.9,21.72,32.16,5.0
2020,7,A215,,,,0.0
2020,7,A216,,,,0.0
2020,7,A217,,,,0.0
2020,7,A218,,,,0.0
2020,7,A219,,,,0.0
2020,7,A220,30.4,24.61,37.71,0.0
2020,7,A221,31.52,23.0,30.74,0.0
2020,7,A222,29.7,22.44,27.13,0.0
2020,7,A223,30.85,21.93,25.71,0.0
2020,7,A224,28.86,20.77,29.35,0.0
2020,7,A225,31.67,23.21,29.52,0.0
2020,7,A226,29.71,25.14,49.87,28.0
2020,7,A227,,,,0.0
2020,7,A228,,,,0.0
2020,7,A229,29.73,25.96,41.19,0.0
2020,7,A230,,,,0.0
2020,7,A231,30.9,24.94,42.1,0.0
2020,7,A232,30.17,24.14,45.84,0.0
2020,7,A233,30.48,22.26,24.48,0.0
2020,7,A234,30.69,21.53,33.45,0.0
2020,7,A235,30.17,24.52,,0.0
2020,7,A236,31.04,27.04,44.81,4.0
2020,7,A237,,,,0.0
2020,7,A238,,,,0.0
2020,7,A239,29.93,26.62,50.48,1.0
2020,7,A240,31.46,25.77,32.68,6.0
2020,7,A241,30.48,20.27,26.58,0.0
2020,7,A242,,,,0.0
2020,7,A244,27.83,24.29,56.19,24.0
2020,7,A246,30.58,23.79,41.41,0.0
2020,7,A247,29.1,21.25,33.97,0.0
2020,7,A248,28.96,23.29,51.97,6.0
2020,7,A249,29.27,25.31,53.87,17.0
2020,7,A250,,,,0.0
2020,7,A251,,,,0.0
2020,7,A252,29.79,23.08,41.58,4.0
2020,7,A253,,,,0.0
2020,7,A254,32.75,23.48,,0.0
2020,7,A255,30.11,24.42,46.87,0.0
2020,7,A301,25.62,22.61,59.19,24.0
2020,7,A302,,,,0.0
2020,7,A303,,,,0.0
2020,7,A304,26.23,23.75,63.84,53.0
2020,7,A305,28.69,24.74,48.1,21.0
