estacao_codigo,estacao_nome,latitude,longitude,altitude_m,data_inicial,data_final
A557,CORONEL PACHECO,-21.54666666,-43.26111111,411.14,2019-01-01,2025-12-31
A559,JANUARIA,-15.44805555,-44.36638888,468.0,2019-01-01,2025-12-31
A560,POMPEU,-19.23249999,-44.96416666,705.0,2019-01-01,2025-12-31
A561,SAO SEBASTIAO DO PARAISO,-20.91,-47.11416666,845.0,2019-01-01,2025-12-31
A562,PATOS DE MINAS,-18.52055554,-46.44055555,950.0,2019-01-01,2025-12-31
A563,NOVA PORTEIRINHA (JANAUBA),-15.80277777,-43.29694444,532.0,2019-01-01,2025-12-31
A564,DIVINOPOLIS,-20.17333332,-44.87499999,796.0,2019-01-01,2025-12-31
A565,BAMBUI,-20.0311111,-46.00888888,697.0,2019-01-01,2025-12-31
A566,ARACUAI,-16.84888888,-42.03527777,308.0,2019-01-01,2025-12-31
A567,MACHADO,-21.68083332,-45.94444444,969.0,2019-01-01,2025-12-31
A568,UBERABA,-19.71,-47.96194444,778.0,2019-01-01,2025-12-31
A569,SETE LAGOAS,-19.45527777,-44.17333332,719.0,2019-01-01,2025-12-31
A570,OLIVEIRA,-20.715,-44.86444444,1025.0,2019-01-01,2025-12-31
A571,PARACATU,-17.24444444,-46.88166666,705.0,2019-01-01,2025-12-31
A601,SEROPEDICA-ECOLOGIA AGRICOLA,-22.75777777,-43.68472221,35.0,2019-01-01,2025-12-31
A602,RIO DE JANEIRO-MARAMBAIA,-23.05027777,-43.59555555,12.0,2019-01-01,2025-12-31
A603,DUQUE DE CAXIAS - XEREM,-22.58972221,-43.28222221,22.0,2019-01-01,2025-12-31
A604,CAMBUCI,-21.58749999,-41.95833333,46.0,2019-01-01,2025-12-31
A606,ARRAIAL DO CABO,-22.97527777,-42.02138888,5.0,2019-01-01,2025-12-31
A607,CAMPOS DOS GOYTACAZES,-21.71472222,-41.34388888,17.0,2019-01-01,2025-12-31
A608,MACAE,-22.3761111,-41.81194444,28.0,2019-01-01,2025-12-31
A609,RESENDE,-22.45138888,-44.44499999,438.83,2019-01-01,2025-12-31
A610,PICO DO COUTO,-22.46472222,-43.29138888,1777.0,2019-01-01,2025-12-31
A611,VALENCA,-22.35805555,-43.69555555,370.0,2019-01-01,2025-12-31
A612,VITORIA,-20.27083332,-40.30583333,9.0,2019-01-01,2025-12-31
A613,SANTA TERESA,-19.98833333,-40.57944443,975.92,2019-01-01,2025-12-31
A614,LINHARES,-19.35694444,-40.0686111,40.0,2019-01-01,2025-12-31
A615,ALFREDO CHAVES,-20.63638888,-40.74194444,14.19,2019-01-01,2025-12-31
A616,SAO MATEUS,-18.6761111,-39.86416666,28.66,2019-01-01,2025-12-31
A617,ALEGRE,-20.75055555,-41.48888888,138.0,2019-01-01,2025-12-31
A618,TERESOPOLIS-PARQUE NACIONAL,-22.4486111,-42.98694444,981.0,2019-01-01,2025-12-31
A619,PARATY,-23.2236111,-44.72694443,3.0,2019-01-01,2025-12-31
A620,CAMPOS DOS GOYTACAZES - SAO TOME,-22.04166666,-41.05166666,7.0,2019-01-01,2025-12-31
A621,RIO DE JANEIRO - VILA MILITAR,-22.86138888,-43.41138888,30.43,2019-01-01,2025-12-31
A622,PRESIDENTE KENNEDY,-21.10083333,-41.03944444,69.12,2019-01-01,2025-12-31
A623,NOVA VENECIA,-18.69527777,-40.39055555,156.02,2019-01-01,2023-05-15
A624,NOVA FRIBURGO - SALINAS,-22.33472221,-42.67694443,1070.0,2019-01-01,2025-12-31
A625,TRES RIOS,-22.09833333,-43.20833333,295.0,2019-01-01,2025-12-31
A626,RIO CLARO,-22.653579,-44.040916,516.0,2019-01-01,2025-12-31
A627,NITEROI,-22.86749999,-43.10194444,6.0,2019-01-01,2025-12-31
A628,ANGRA DOS REIS,-22.97555554,-44.30333333,6.0,2019-01-01,2025-12-31
A629,CARMO,-21.9386111,-42.60083333,293.0,2019-01-01,2025-12-31
A630,SANTA MARIA MADALENA,-21.95055555,-42.01027777,586.0,2019-01-01,2025-12-31
A631,ECOPORANGA,-18.29138888,-40.73638888,224.0,2019-01-01,2025-12-31
A632,MARILANDIA,-19.40722222,-40.53972221,95.0,2019-01-01,2025-12-31
A633,VENDA NOVA DO IMIGRANTE,-20.38555555,-41.18999999,722.0,2019-01-01,2025-12-31
A634,VILA VELHA,-20.46694443,-40.40388888,25.0,2019-01-01,2025-12-31
A635,ITATIAIA - AGULHAS NEGRAS,-22.37388888,-44.70305555,2450.0,2019-01-01,2022-11-07
A636,RIO DE JANEIRO - JACAREPAGUA,-22.93999999,-43.40277777,20.0,2019-01-01,2025-12-31
A637,PATY DO ALFERES - AVELAR,-22.34722221,-43.41777777,508.0,2022-11-09,2025-12-31
A652,RIO DE JANEIRO - FORTE DE COPACABANA,-22.98833333,-43.19055555,25.59,2019-01-01,2025-12-31
A657,AFONSO CLAUDIO,-20.10416666,-41.10694444,507.48,2019-01-01,2025-12-31
A659,SILVA JARDIM,-22.64583333,-42.41555555,19.0,2019-01-01,2025-12-31
A667,SAQUAREMA - SAMPAIO CORREIA,-22.8711111,-42.60888888,26.0,2019-01-01,2025-12-31
A701,SAO PAULO - MIRANTE,-23.4962888,-46.6200666,785.64,2019-01-01,2025-12-31
A702,CAMPO GRANDE,-20.44722221,-54.72249999,528.47,2019-01-01,2025-12-31
A703,PONTA PORA,-22.5525,-55.71638888,668.0,2019-01-01,2025-12-31
A704,TRES LAGOAS,-20.79499999,-51.71333333,328.94,2019-01-01,2025-12-31
A705,BAURU,-22.35805555,-49.02888888,636.17,2019-01-01,2025-12-31
A706,CAMPOS DO JORDAO,-22.75027777,-45.60388888,1662.95,2019-01-01,2025-12-31
A707,PRESIDENTE PRUDENTE,-22.11999999,-51.40861111,431.92,2019-01-01,2025-12-31
A708,FRANCA,-20.58444444,-47.38249999,1002.74,2019-01-01,2025-12-31
A709,IVINHEMA,-22.30055555,-53.82277777,377.36,2019-01-01,2025-12-31
A710,PARANAIBA,-19.69555555,-51.18166666,408.06,2019-01-01,2025-12-31
A711,SAO CARLOS,-21.98027777,-47.88388888,859.29,2019-01-01,2025-12-31
A712,IGUAPE,-24.67166666,-47.54583333,2.7,2019-01-01,2025-12-31
A713,IPERO,-23.4261111,-47.58555555,609.33,2019-01-01,2025-12-31
A714,ITAPEVA,-23.98194443,-48.88583333,743.33,2019-01-01,2025-12-31
A715,SAO MIGUEL ARCANJO,-23.89083333,-47.99916666,710.0,2019-01-01,2025-12-31
A716,OURINHOS,-23.00055555,-49.84333333,500.0,2019-01-01,2025-12-31
A717,NHUMIRIM,-18.9886111,-56.62277777,102.26,2019-01-01,2025-12-31
A718,RANCHARIA,-22.37277777,-50.97472221,398.75,2019-01-01,2025-12-31
A719,AQUIDAUANA,-20.47555554,-55.78388888,151.35,2019-01-01,2025-12-31
A721,DOURADOS,-22.19388888,-54.91138888,463.3,2019-01-01,2025-12-31
A722,MIRANDA,-20.39555555,-56.43166666,132.49,2019-01-01,2025-12-31
A723,PORTO MURTINHO,-21.70583333,-57.88666666,78.56,2019-01-01,2025-12-31
A724,CORUMBA,-18.99666666,-57.63749999,111.73,2019-01-01,2025-12-31
A725,AVARE,-23.10166666,-48.9411111,776.36,2019-01-01,2025-12-31
A726,PIRACICABA,-22.70305555,-47.62333332,566.46,2019-01-01,2025-12-31
A727,LINS,-21.66611111,-49.73472221,460.65,2019-01-01,2025-12-31
A728,TAUBATE,-23.04166666,-45.52083332,582.26,2019-01-01,2025-12-31
A729,VOTUPORANGA,-20.40333333,-49.96611111,510.37,2019-01-01,2022-09-29
A730,CHAPADAO DO SUL,-18.80222222,-52.6025,820.82,2019-01-01,2025-12-31
A731,MARACAJU,-21.60916666,-55.17749999,388.94,2019-01-01,2025-12-31
A732,SAO GABRIEL DO OESTE,-19.42027777,-54.55305555,646.0,2019-01-01,2025-12-31
A733,JALES,-20.165,-50.59499999,460.44,2019-01-01,2025-12-31
A734,VALPARAISO,-21.31916666,-50.93027777,381.9,2019-01-01,2025-12-31
A735,JOSE BONIFACIO,-21.08555555,-49.92027777,408.35,2019-01-01,2025-12-31
A736,ARIRANHA,-21.13305554,-48.84055555,525.44,2019-01-01,2025-12-31
A737,IBITINGA,-21.85555555,-48.79972221,496.75,2019-01-01,2025-12-31
A738,CASA BRANCA,-21.78055554,-47.07527777,734.15,2019-01-01,2025-12-31
A739,ITAPIRA,-22.415,-46.80527777,634.89,2019-01-01,2025-12-31
A740,SAO LUIZ DO PARAITINGA,-23.22833332,-45.41694443,874.0,2019-01-01,2025-12-31
A741,BARRA BONITA,-22.4711111,-48.5575,533.68,2019-01-01,2025-12-31
A742,CASSILANDIA,-19.12249999,-51.72083332,494.72,2019-01-01,2025-12-31
A743,RIO BRILHANTE,-21.77499999,-54.52805554,324.31,2019-01-01,2025-12-31
A744,BRAGANCA PAULISTA,-22.94916666,-46.5261111,891.0,2019-01-01,2025-12-31
A746,BARRA DO TURVO,-24.96277777,-48.41638888,659.89,2019-01-01,2025-12-31
A747,PRADOPOLIS,-21.33833333,-48.11388888,544.0,2019-01-01,2025-12-31
A748,BARRETOS,-20.55916666,-48.54499999,534.36,2019-01-01,2025-12-31
A749,JUTI,-22.85722222,-54.60555555,375.18,2019-01-01,2025-12-31
A750,AMAMBAI,-23.0025,-55.32944443,433.59,2019-01-01,2025-12-31
A751,SETE QUEDAS,-23.96694443,-55.02416666,398.4,2019-01-01,2025-12-31
A752,ITAQUIRAI,-23.44944444,-54.18194443,337.82,2019-01-01,2025-12-31
A753,ITUVERAVA,-20.35972222,-47.77527777,610.58,2019-01-01,2025-12-31
A754,SIDROLANDIA,-20.98166666,-54.97194443,471.43,2019-01-01,2025-12-31
A755,BARUERI,-23.52388888,-46.86944443,776.5,2019-01-01,2025-12-31
A756,AGUA CLARA,-20.44444444,-52.87583332,323.63,2019-01-01,2025-12-31
A757,BELA VISTA,-22.10166666,-56.54083333,206.09,2019-01-01,2023-02-09
A758,JARDIM,-21.4786111,-56.13777777,252.47,2019-01-01,2025-12-31
A759,BATAGUASSU,-21.75,-52.47138888,392.13,2019-01-01,2025-12-31
A760,COSTA RICA,-18.49277777,-53.17138888,727.34,2019-01-01,2025-12-31
A761,SONORA,-17.63527777,-54.76055555,495.25,2019-01-01,2025-12-31
A762,DRACENA,-21.45777777,-51.55222222,383.0,2019-01-01,2025-12-31
A763,MARILIA,-22.23527777,-49.965,660.0,2019-01-01,2025-12-31
A764,BEBEDOURO,-20.94805555,-48.47138888,542.0,2019-01-01,2025-12-31
A765,BERTIOGA,-23.84472221,-46.14333333,5.0,2019-01-01,2025-12-31
A766,REGISTRO,-24.53305554,-47.86416666,35.0,2019-01-01,2025-12-31
A767,SAO SEBASTIAO,-23.81083333,-45.4025,24.0,2019-01-01,2022-03-15
A768,TUPA,-21.92722221,-50.49027777,498.0,2019-01-01,2025-12-31
A769,CACHOEIRA PAULISTA,-22.68888888,-45.00555555,586.0,2019-01-01,2025-12-31
A770,SAO SIMAO,-21.46111111,-47.57944443,620.0,2019-07-02,2025-12-31
A771,SAO PAULO - INTERLAGOS,-23.72444443,-46.67749999,771.0,2019-01-01,2025-12-31
A801,PORTO ALEGRE - JARDIM BOTANICO,-30.05361111,-51.17472221,41.18,2019-01-01,2025-12-31
A802,RIO GRANDE,-32.07888888,-52.16777777,4.92,2019-01-01,2025-12-31
A803,SANTA MARIA,-29.72499999,-53.72055554,105.0,2019-01-01,2025-12-31
A804,SANTANA DO LIVRAMENTO,-30.75055555,-55.40138888,196.0,2019-01-01,2025-12-31
A805,SANTO AUGUSTO,-27.85444444,-53.7911111,489.67,2019-01-01,2025-12-31
A806,FLORIANOPOLIS,-27.6025,-48.61999999,4.87,2019-01-01,2025-12-31
A807,CURITIBA,-25.4486111,-49.23055554,922.91,2019-01-01,2025-12-31
A808,TORRES,-29.35027777,-49.73333333,8.44,2019-01-01,2024-10-09
A809,URUGUAIANA,-29.83999999,-57.08194443,74.29,2019-01-01,2025-12-31
A810,SANTA ROSA,-27.89055555,-54.47999999,272.84,2019-01-01,2025-12-31
A811,CANGUCU,-31.40333333,-52.70083333,446.81,2019-01-01,2025-12-31
A812,CACAPAVA DO SUL,-30.54527777,-53.46694443,420.82,2019-01-01,2025-12-31
A813,RIO PARDO,-29.87222221,-52.38194443,106.99,2019-01-01,2025-12-31
A814,URUSSANGA,-28.53249999,-49.31527777,40.56,2019-01-01,2025-12-31
A815,SAO JOAQUIM,-28.27555554,-49.93472221,1400.06,2019-01-01,2025-12-31
A816,NOVO HORIZONTE,-26.40638888,-52.85027777,943.57,2019-01-01,2025-12-31
A817,INDAIAL,-26.91361111,-49.26805554,72.24,2019-01-01,2025-12-31
A818,IVAI,-25.01083333,-50.85388888,803.58,2019-01-01,2025-12-31
A819,CASTRO,-24.77999999,-50.04638888,1016.0,2019-01-01,2025-12-31
A820,MAL. CANDIDO RONDON,-24.53333333,-54.01916666,392.07,2019-01-01,2025-12-31
A821,JOAQUIM TAVORA,-23.50527777,-49.94638888,512.67,2019-01-01,2025-12-31
A822,NOVA TEBAS,-24.43388888,-51.95388888,660.0,2019-01-01,2025-12-31
A823,INACIO MARTINS,-25.56777777,-51.07805554,1208.85,2019-01-01,2025-12-31
A824,ICARAIMA,-23.39027777,-53.63583333,381.29,2019-01-01,2025-12-31
A825,GOIOERE,-24.18388888,-53.04888888,481.0,2019-01-01,2025-12-31
A826,ALEGRETE,-29.70916666,-55.52555554,121.0,2019-01-01,2025-12-31
A827,BAGE,-31.34777777,-54.01333333,226.19,2019-01-01,2025-12-31
A828,ERECHIM,-27.65777777,-52.30583333,777.08,2019-01-01,2025-12-31
A829,SAO JOSE DOS AUSENTES,-28.7486111,-50.05777777,1228.59,2019-01-01,2025-12-31
A830,SAO BORJA,-28.65,-56.01638888,79.0,2019-01-01,2025-12-31
A831,QUARAI,-30.3686111,-56.43722221,103.0,2019-01-01,2025-12-31
A832,SAO GABRIEL,-30.34138888,-54.31083333,114.89,2019-01-01,2025-12-31
A833,SANTIAGO,-29.19166666,-54.88555555,390.03,2019-01-01,2025-12-31
A834,TRAMANDAI,-30.01027777,-50.13583333,4.56,2019-01-01,2025-12-31
A835,MARINGA,-23.40527777,-51.93277777,548.51,2019-01-01,2025-12-31
A836,JAGUARAO,-32.53472221,-53.37583332,31.48,2019-01-01,2025-12-31
A837,SOLEDADE,-28.85916666,-52.54249999,660.44,2019-01-01,2025-12-31
A838,CAMAQUA,-30.80805555,-51.83416666,92.3,2019-01-01,2025-12-31
A839,PASSO FUNDO,-28.22666666,-52.40361111,680.67,2019-01-01,2025-12-31
A840,BENTO GONCALVES,-29.16444444,-51.53416666,639.0,2019-01-01,2025-12-31
A841,JOACABA,-27.16916666,-51.55888888,767.63,2019-01-01,2025-12-31
A842,NOVA FATIMA,-23.41527777,-50.57777777,664.31,2019-01-01,2025-12-31
A843,DOIS VIZINHOS,-25.69916666,-53.09527777,545.95,2019-01-01,2025-12-31
A844,LAGOA VERMELHA,-28.22249999,-51.51277777,833.83,2019-01-01,2025-12-31
A845,BOM JARDIM DA SERRA - MORRO DA IGREJA,-28.12694443,-49.47972221,1790.38,2019-01-01,2025-12-31
A846,FOZ DO IGUACU,-25.60194444,-54.48305554,235.09,2019-01-01,2025-12-31
A848,DIONISIO CERQUEIRA,-26.286562,-53.633114,807.54,2019-01-01,2025-12-31
A849,DIAMANTE DO NORTE,-22.63944444,-52.89027777,368.22,2019-01-01,2025-12-31
A850,PARANAPOEMA,-22.65833333,-52.13444444,308.7,2019-01-01,2025-12-31
A851,ITAPOA,-26.08138888,-48.64166666,6.18,2019-01-01,2025-12-31
A852,SAO LUIZ GONZAGA,-28.41722221,-54.9625,245.5,2019-01-01,2025-12-31
A853,CRUZ ALTA,-28.60333333,-53.6736111,426.69,2019-01-01,2025-12-31
A854,FREDERICO WESTPHALEN,-27.39555555,-53.42944443,489.42,2019-01-01,2025-12-31
A855,PLANALTO,-25.72194443,-53.74805555,399.1,2019-01-01,2025-12-31
A856,PALMEIRA DAS MISSOES,-27.92027777,-53.31805554,614.11,2019-01-01,2025-12-31
A857,SAO MIGUEL DO OESTE,-26.78638888,-53.51416666,647.0,2019-01-01,2025-12-31
A858,XANXERE,-26.9386111,-52.39805555,878.74,2019-01-01,2025-12-31
A859,CACADOR,-26.81916666,-50.98555555,944.26,2019-01-01,2025-12-31
A860,CURITIBANOS,-27.2886111,-50.60416666,978.1,2019-01-01,2025-12-31
A861,RIO DO CAMPO,-26.93749999,-50.14555555,591.67,2019-01-01,2025-12-31
A862,RIO NEGRINHO,-26.2486111,-49.57416666,856.0,2019-01-01,2025-12-31
A863,ITUPORANGA,-27.41833332,-49.64694444,479.79,2019-01-01,2025-12-31
A864,MAJOR VIEIRA,-26.3936111,-50.36333333,799.58,2019-01-01,2025-12-31
A865,LAGES,-27.80222222,-50.33555555,952.7,2019-01-01,2025-12-31
A866,Laguna  - Farol de Santa Marta,-28.60444444,-48.81333333,34.36,2019-01-01,2025-12-31
A867,ARARANGUA,-28.931353,-49.49792,2.0,2019-01-01,2025-12-31
A868,ITAJAI,-26.95083333,-48.76194444,9.76,2019-01-01,2025-12-31
A869,CIDADE GAUCHA,-23.35916666,-52.93194443,365.79,2019-01-01,2025-12-31
A870,RANCHO QUEIMADO,-27.6786111,-49.04194444,881.0,2019-01-01,2025-12-31
A871,JAPIRA,-23.77333332,-50.18055554,692.88,2019-01-01,2025-12-31
A872,VENTANIA,-24.28027777,-50.21027777,1093.41,2019-01-01,2025-12-31
A873,MORRETES,-25.50888888,-48.80861111,50.31,2019-01-01,2025-12-31
A874,SAO MATEUS DO SUL,-25.83555555,-50.36888888,780.21,2019-01-01,2025-12-31
A875,GENERAL CARNEIRO,-26.3986111,-51.35361111,1009.01,2019-01-01,2025-12-31
A876,CLEVELANDIA,-26.41722221,-52.3486111,966.06,2019-01-01,2025-12-31
A878,TAVARES - FAROL DE MOSTARDAS,-31.24833333,-50.90638888,3.82,2019-01-01,2025-12-31
A879,CANELA,-29.36888888,-50.82722221,830.93,2019-01-01,2025-12-31
A880,VACARIA,-28.51361111,-50.88277777,969.89,2019-01-01,2025-12-31
A881,DOM PEDRITO,-31.0025,-54.61805554,150.0,2019-01-01,2025-12-31
A882,TEUTONIA,-29.44916666,-51.82333332,81.0,2019-01-01,2025-12-31
A883,IBIRUBA,-28.65333333,-53.11194444,455.27,2019-01-01,2025-12-31
A884,CAMPO BOM,-29.67416666,-51.06416666,23.35,2019-01-01,2025-12-31
A886,TUPANCIRETA,-29.08944444,-53.82666666,462.0,2019-01-01,2025-12-31
A887,CAPAO DO LEAO (PELOTAS),-31.8025,-52.40722222,13.0,2019-07-17,2025-12-31
A889,SAO VICENTE DO SUL,-29.70222222,-54.69444444,134.0,2019-01-01,2025-12-31
A893,ENCRUZILHADA DO SUL,-30.54305555,-52.52472221,427.75,2019-01-01,2025-12-31
A894,SERAFINA CORREA,-28.70472222,-51.87083332,485.29,2019-01-01,2025-12-31
A895,CHAPECO,-27.08527777,-52.63583333,679.0,2019-02-18,2025-12-31
A897,CAMBARA DO SUL,-29.04916666,-50.14972221,1017.0,2019-01-01,2025-12-31
A898,CAMPOS NOVOS,-27.3886111,-51.21583333,963.0,2019-02-14,2025-12-31
A899,SANTA VITORIA DO PALMAR - BARRA DO CHUI,-33.74222221,-53.37222221,7.41,2019-01-01,2025-12-31
A901,CUIABA,-15.60694444,-56.06083333,184.0,2019-01-01,2025-12-31
A902,TANGARA DA SERRA,-14.65,-57.43166666,440.01,2019-01-01,2025-12-31
A903,S.J. DO RIO CLARO,-13.45388888,-56.67722221,339.59,2019-01-01,2025-12-31
A904,SORRISO,-12.555,-55.72277777,379.31,2019-01-01,2025-12-31
A905,CAMPO NOVO DOS PARECIS,-13.78583333,-57.8386111,525.41,2019-01-01,2025-12-31
A906,GUARANTA DO NORTE,-9.9525,-54.89777777,283.58,2019-01-01,2025-12-31
A907,RONDONOPOLIS,-16.4625,-54.58027777,289.88,2019-01-01,2025-12-31
A908,AGUA BOA,-14.01638888,-52.21166666,440.0,2019-01-01,2025-12-31
A909,ALTO ARAGUAIA,-17.33944444,-53.22444443,753.28,2019-01-01,2025-12-31
A910,APIACAS,-9.56333333,-57.3936111,217.75,2019-01-01,2025-12-31
A911,SAPEZAL,-13.30388888,-58.76333333,105.0,2019-01-01,2025-12-31
A912,CAMPO VERDE,-15.55888888,-55.17944443,747.0,2019-01-01,2025-12-31
A913,COMODORO,-13.70805555,-59.7625,576.87,2019-01-01,2025-12-31
A914,JUARA,-11.28027777,-57.52666666,263.43,2019-01-01,2025-12-31
A915,PARANATINGA,-14.42138888,-54.0361111,476.91,2019-01-01,2025-12-31
A916,QUERENCIA,-12.60305555,-52.1625,355.0,2019-01-01,2025-12-31
A917,SINOP,-11.98222221,-55.56611111,366.57,2019-01-01,2025-12-31
A919,COTRIGUACU,-9.90638888,-58.57222221,265.0,2019-01-01,2025-12-31
A920,JUINA,-11.37499999,-58.77472221,365.39,2019-01-01,2025-12-31
A921,SAO FELIX  DO ARAGUAIA,-11.61888888,-50.72777777,201.37,2019-01-01,2023-02-17
A922,VILA BELA DA SANTISSIMA TRINDADE,-15.06277777,-59.87305554,213.0,2019-01-01,2025-12-31
A923,PRIMAVERA DO LESTE,-15.57999999,-54.3811111,680.0,2019-01-01,2025-12-31
A924,ALTA FLORESTA,-10.07722221,-56.17916666,291.85,2019-01-01,2025-12-31
A925,PORTO VELHO,-8.7936111,-63.84583333,86.7,2019-01-01,2025-12-31
A926,CARLINDA,-9.97055554,-55.82749999,293.71,2019-01-01,2025-12-31
A927,BRASNORTE (NOVO MUNDO),-12.52194443,-58.23138888,426.2,2019-01-01,2025-12-31
A928,NOVA MARINGA,-13.0386111,-57.09222221,334.36,2019-01-01,2025-12-31
A929,NOVA UBIRATA,-13.41111111,-54.75222222,466.48,2019-01-01,2025-12-31
A930,GAUCHA DO NORTE,-13.18472221,-53.2575,375.87,2019-01-01,2025-12-31
A931,SANTO ANTONIO DO LESTE,-14.92499999,-53.88444444,662.0,2019-01-01,2025-12-31
A932,GUIRATINGA,-16.34166666,-53.76611111,525.43,2019-01-01,2025-12-31
A933,ITIQUIRA,-17.17499999,-54.50166666,593.12,2019-01-01,2025-12-31
A934,ALTO TAQUARI,-17.8411111,-53.28944444,862.42,2019-01-01,2025-12-31
A935,PORTO ESTRELA,-15.32472221,-57.22583332,147.75,2019-01-01,2025-12-31
A936,SALTO DO CEU,-15.12472221,-58.12722221,300.83,2019-01-01,2025-12-31
A937,PONTES E LACERDA,-15.32527777,-59.2336111,272.53,2019-01-01,2025-12-31
A938,VILHENA,-12.73499999,-60.15777777,583.3,2019-01-01,2025-12-31
A939,CACOAL,-11.44583333,-61.43416666,183.53,2019-01-01,2025-12-31
A940,ARIQUEMES,-9.94888888,-62.96194444,128.44,2019-01-01,2025-12-31
A941,CACERES,-16.07472221,-57.69305555,123.53,2019-01-01,2021-01-07
A942,SAO JOSE DO XINGU,-10.48416666,-52.37249999,300.0,2019-02-18,2025-12-31
A943,SERRA NOVA DOURADA,-11.98777777,-51.4261111,441.0,2019-03-28,2025-12-31
A944,ROSARIO OESTE,-14.82888888,-56.44194444,195.0,2019-05-29,2025-12-31
B803,CAMPINA DA LAGOA,-24.57083332,-52.80027777,598.0,2019-01-01,2025-12-31
B804,LARANJEIRAS DO SUL,-25.37138888,-52.40083333,889.0,2019-01-01,2025-12-31
B806,COLOMBO,-25.322464,-49.157733,950.0,2019-01-01,2025-12-31
B807,PORTO ALEGRE- BELEM NOVO,-30.1861111,-51.17805554,3.3,2022-12-07,2025-10-19
F501,BELO HORIZONTE - CERCADINHO,-19.97999999,-43.95861111,1199.55,2019-01-01,2025-12-31
